kross_id,nome,citta,indirizzo,ospiti_default,ospiti_min,ospiti_max,url_prenotazione,note_bot
261,APPARTAMENTO BILO JANNA,Stintino,"Via dei Rosmarini 8, Stintino",4,1,4,https://affittasardegna.it/?kross_accommodation=261,
1093,APPARTAMENTO GEMMA DEL MARE,Castelsardo,"Via Abruzzo 15 , Castelsardo",4,1,4,https://affittasardegna.it/?kross_accommodation=1093,
1085,APPARTAMENTO IL DELFINO,Porto Torres,"Via Lungomare Balai, 26 L , Porto Torres",4,1,4,https://affittasardegna.it/?kross_accommodation=1085,
1164,APPARTAMENTO IL FARO,Badesi,"Via Dettori 20 - Residence le Onde , Badesi",3,1,3,https://affittasardegna.it/?kross_accommodation=1164,
1091,APPARTAMENTO LUGHE 'E MARI,Stintino,"Via Angelo Moratti 9/A, Stintino",4,1,4,https://affittasardegna.it/?kross_accommodation=1091,
1184,APPARTAMENTO PERLA,Santa Teresa Di Gallura,"Str. Punta Falcone, La Ficaccia , Santa Teresa di Gallura",4,1,4,https://affittasardegna.it/?kross_accommodation=1184,
1182,APPARTAMENTO RUBINO,Santa Teresa Di Gallura,"Str. Punta Falcone, La Ficaccia , Santa Teresa di Gallura",4,1,4,https://affittasardegna.it/?kross_accommodation=1182,
1183,APPARTAMENTO SMERALDO,Santa Teresa Di Gallura,"Str. Punta Falcone, La Ficaccia , Santa Teresa di Gallura",4,1,4,https://affittasardegna.it/?kross_accommodation=1183,
1105,APPARTAMENTO SUNSET,Golfo Aranci,"Via Marinella, Residence Abi d'Oru, GOLFO ARANCI",4,1,4,https://affittasardegna.it/?kross_accommodation=1105,
404,ATTICO MARE,Cala Gonone,"Via S'lschina e su re 11/13, Cala Gonone",6,1,7,https://affittasardegna.it/?kross_accommodation=404,
905,ATTICO PINTAU,Cala Gonone,Cala Gonone,4,1,5,https://affittasardegna.it/?kross_accommodation=905,
413,BILO AGOSTINO 2,Alghero,"Via Don Minzoni, 92, Alghero",4,1,4,https://affittasardegna.it/?kross_accommodation=413,
418,BILO AGOSTINO 3,Alghero,"Via Don Minzoni, 92, Alghero",3,1,4,https://affittasardegna.it/?kross_accommodation=418,
1200,BILO ARCOBALENO,Viddalba,"VIA XXV Aprile, VIDDALBA",3,1,3,https://affittasardegna.it/?kross_accommodation=1200,
1198,BILO BELVEDERE,Trinità D'Agultu E Vignola,"Via delle Poste (snc), Trinità D'agultu e Vignola",4,1,4,https://affittasardegna.it/?kross_accommodation=1198,
249,BILO CARAIBI 1,Pittulongu,"Via Mar dei Caraibi , Pittulongu",3,1,3,https://affittasardegna.it/?kross_accommodation=249,
256,BILO CARAIBI 2,Pittulongu,"Via Mar dei Caraibi, Pittulongu",4,1,4,https://affittasardegna.it/?kross_accommodation=256,
1128,BILO DE BAHAS,Golfo Aranci,"Località Marana- Golfo di Marinella, GOLFO ARANCI",4,1,4,https://affittasardegna.it/?kross_accommodation=1128,
1042,BILO DEGLI SCALINI,Porto Torres,"Via Angioy 91, Porto Torres",2,1,2,https://affittasardegna.it/?kross_accommodation=1042,
417,BILO DOTTO,Porto Istana,"Viale Porto Istana, Porto Istana",2,1,2,https://affittasardegna.it/?kross_accommodation=417,
1158,BILO ELICRISO,Isola Rossa,"Corso Isola Rossa 74 - Paduledda, Isola Rossa",3,1,3,https://affittasardegna.it/?kross_accommodation=1158,
419,BILO EUROPA,Alghero,"Via Castelsardo, Alghero",4,1,4,https://affittasardegna.it/?kross_accommodation=419,
1180,BILO FIGARO,Stintino,"Via Punta Negra 12, Stintino",4,1,4,https://affittasardegna.it/?kross_accommodation=1180,
1116,BILO GIGLIO,"Sos Alinos, Orosei","Via Su Vrangone 3, Sos Alinos, Orosei",4,1,4,https://affittasardegna.it/?kross_accommodation=1116,
246,BILO GROSSETO,San Teodoro,"Via Prato, San Teodoro",3,1,3,https://affittasardegna.it/?kross_accommodation=246,
1178,BILO IL PORTO,Palau,"Via Riva dei Lestrigoni 12 , Palau",4,1,4,https://affittasardegna.it/?kross_accommodation=1178,
1103,BILO IL TIMONE,Budoni,"Via Su Puntu ,32 Loc. Tanaunella , Budoni",2,1,2,https://affittasardegna.it/?kross_accommodation=1103,
231,BILO ISTANA,Porto Istana,"Viale Porto Istana, Porto Istana",4,1,4,https://affittasardegna.it/?kross_accommodation=231,
1134,BILO LIBELLULA,Orosei,"Località Settile SNC, OROSEI",4,1,4,https://affittasardegna.it/?kross_accommodation=1134,
1064,BILO MARINELLA 4,Marinella,"Località Villa Blu - Residence Marineledda, Marinella",4,1,4,https://affittasardegna.it/?kross_accommodation=1064,
1129,BILO MINI DE BAHAS,Golfo Aranci,"Località Marana- Golfo di Marinella, GOLFO ARANCI",3,1,3,https://affittasardegna.it/?kross_accommodation=1129,
1124,BILO NIBARU 1,Budoni,"Via Carbonia 9 , Budoni",2,1,2,https://affittasardegna.it/?kross_accommodation=1124,
1125,BILO NIBARU 2,Budoni,"Via Carbonia 9 , Budoni",4,1,4,https://affittasardegna.it/?kross_accommodation=1125,
1027,BILO NURAGHEDDU,San Teodoro,"Via di Lu nuragheddu 8/d, Villaggio Nuragheddu, San Teodoro",3,1,4,https://affittasardegna.it/?kross_accommodation=1027,
1199,BILO PANORAMA,Castelsardo,"Via Li Russi, 11 , CASTELSARDO",4,1,4,https://affittasardegna.it/?kross_accommodation=1199,
258,BILO RUINAS 1,Pittulongu,"Via del Giglio, Pittulongu",4,1,4,https://affittasardegna.it/?kross_accommodation=258,
442,BILO RUINAS 3,Pittulongu,"Via del Giglio, Pittulongu",4,1,4,https://affittasardegna.it/?kross_accommodation=442,
1154,BILO SA BELLESA,Badesi,"Via Barcellona snc, Badesi",4,1,4,https://affittasardegna.it/?kross_accommodation=1154,
897,BILO SOPPALCO GROSSETO,San Teodoro,"Via Grosseto, San Teodoro",4,1,4,https://affittasardegna.it/?kross_accommodation=897,
1185,BILO TARTARUGA,Viddalba,"Via Australia snc. int. 4 , Viddalba",4,1,4,https://affittasardegna.it/?kross_accommodation=1185,
1112,BILO TERESA,Santa Teresa Di Gallura,"Via Capo Testa 27, Santa Teresa di Gallura",4,1,4,https://affittasardegna.it/?kross_accommodation=1112,
996,BILO TRAMONTO,Valledoria,"Via Armando Diaz 4 12, La Muddizza - Residence Ibisco, Valledoria",3,1,4,https://affittasardegna.it/?kross_accommodation=996,
1041,CALA DELLE VIGNE,Porto Torres,"Via delle vigne 15, Porto Torres",4,1,4,https://affittasardegna.it/?kross_accommodation=1041,
1102,CASA ACQUAMARINA,Stintino,"Via Tonnara le Saline n°7, Stintino",5,1,5,https://affittasardegna.it/?kross_accommodation=1102,
456,CASA ALTAMAREA,Cala Gonone,"Via Virgilio, 3, Cala Gonone",6,1,6,https://affittasardegna.it/?kross_accommodation=456,
1106,CASA AMBRA 1,San Teodoro,"Vico L'Arruli, Località Lu Fraili, SAN TEODORO",6,1,6,https://affittasardegna.it/?kross_accommodation=1106,
1107,CASA AMBRA 2,San Teodoro,"Vico L'Arruli, Località Lu Fraili, SAN TEODORO",6,1,6,https://affittasardegna.it/?kross_accommodation=1107,
1108,CASA AMBRA 3,San Teodoro,"Vico L'Arruli, Località Lu Fraili, SAN TEODORO",6,1,6,https://affittasardegna.it/?kross_accommodation=1108,
349,CASA ARANCIO,Cala Gonone,"Viale Laconi, Angolo via Doschele, Cala Gonone",5,1,5,https://affittasardegna.it/?kross_accommodation=349,
1075,CASA ARRULI,San Teodoro,"Vico L'Arruli, Località Lu Fraili, San Teodoro",4,1,4,https://affittasardegna.it/?kross_accommodation=1075,
1166,CASA AURA,Porto Torres,"Via Azuni 45, Porto Torres",4,1,4,https://affittasardegna.it/?kross_accommodation=1166,
1171,CASA BIANCA 1,Porto Torres,"Via machiavelli 3/5, Porto Torres",4,1,4,https://affittasardegna.it/?kross_accommodation=1171,
1170,CASA BIANCA 2,Porto Torres,"Via Macchiavelli 3/5, Porto Torres",4,1,4,https://affittasardegna.it/?kross_accommodation=1170,
1172,CASA BIANCA 3,Porto Torres,"Via Machiavelli 3/5, Porto Torres",6,1,6,https://affittasardegna.it/?kross_accommodation=1172,
920,CASA BRIGANTINO,San Teodoro,"Via Cala Girgolu s.n.c., San Teodoro",4,1,5,https://affittasardegna.it/?kross_accommodation=920,
1090,CASA CELESTE,Stintino,"Via Cala Sabina 18/D, Stintino",4,1,4,https://affittasardegna.it/?kross_accommodation=1090,
346,CASA CHICCA,Cala Gonone,"Via Giuseppe Ungaretti, Cala Gonone",7,1,8,https://affittasardegna.it/?kross_accommodation=346,
357,CASA COLLODI,Cala Gonone,"Via Collodi 18, Cala Gonone",9,1,9,https://affittasardegna.it/?kross_accommodation=357,
1150,CASA CONCHIGLIA BLU,Stintino,"Via dei Lentischi 14B, Stintino",6,1,6,https://affittasardegna.it/?kross_accommodation=1150,
268,CASA COPPIA 2,Porto Istana,"Via Delle Ortensie, Porto Istana",6,1,6,https://affittasardegna.it/?kross_accommodation=268,
499,CASA COPPIA 3,Porto Istana,"Viale Porto Istana, Porto Istana",5,1,5,https://affittasardegna.it/?kross_accommodation=499,
1096,CASA COSTA,San Teodoro,"Località Costa Caddu , San Teodoro",4,1,4,https://affittasardegna.it/?kross_accommodation=1096,
1149,CASA DEI PESCATORI,Santa Lucia,"Via Giovanni da Verrazzano 15, Santa Lucia",8,1,8,https://affittasardegna.it/?kross_accommodation=1149,
525,CASA DEL GOLFO,Cala Gonone,"Via Osala, Cala Gonone",5,1,6,https://affittasardegna.it/?kross_accommodation=525,
1145,CASA DELLE DUNE,Siniscola,"Loc. S'Ena e Sa Chitta SNC, Siniscola",6,1,6,https://affittasardegna.it/?kross_accommodation=1145,
1110,CASA DELLE FARFALLE,Golfo Aranci,"Cala delfino n° 6, Golfo Aranci",6,1,6,https://affittasardegna.it/?kross_accommodation=1110,
329,CASA DELLE STELLE,Cala Gonone,"Via Giuseppe Ungaretti, Cala Gonone",7,1,7,https://affittasardegna.it/?kross_accommodation=329,
289,CASA DEL LIDO,Alghero,"Via Giovanni De Giorgio, 17, Alghero",5,1,5,https://affittasardegna.it/?kross_accommodation=289,
288,CASA DEL MARE,Cala Gonone,"Via Lungomare dell'Acqua Dolce, Cala Gonone",6,1,6,https://affittasardegna.it/?kross_accommodation=288,
956,CASA DORA,Budoni,"Via Giuseppe Dessì , 7, Agrustos , Budoni",4,1,4,https://affittasardegna.it/?kross_accommodation=956,
507,CASA FESTA,Cala Gonone,"Sentiero Cala Fuili - Cala Luna, Cala Gonone",12,1,13,https://affittasardegna.it/?kross_accommodation=507,
922,CASA GALEONE,San Teodoro,"Via Pescara s.n.c., San Teodoro",5,1,5,https://affittasardegna.it/?kross_accommodation=922,
1187,CASA GALILEI,Porto Torres,"Via Principe di Piemonte 6, PORTO TORRES",3,1,3,https://affittasardegna.it/?kross_accommodation=1187,
1138,CASA G.G.,Valledoria,"Via Galilei 15, VALLEDORIA",4,1,4,https://affittasardegna.it/?kross_accommodation=1138,
1156,Casa Ginepri C,Cala Gonone,"Via S'ischina de su rè 0, Cala Gonone",4,1,5,https://affittasardegna.it/?kross_accommodation=1156,
1118,CASA GIRASOLE,Badesi,"Località Baia delle Mimose, BADESI",4,1,4,https://affittasardegna.it/?kross_accommodation=1118,
1097,CASA IL GIARDINO DELL' ERICA,Olbia,"Via dell'Ortensie n°68, Porto Istana, Olbia",6,1,6,https://affittasardegna.it/?kross_accommodation=1097,
913,CASA JOAN,San Teodoro,"Loc. Puntaldia, San Teodoro",6,1,6,https://affittasardegna.it/?kross_accommodation=913,
1087,CASA JOLIE,Porto Torres,"Via Barisone 5, Porto Torres",4,1,4,https://affittasardegna.it/?kross_accommodation=1087,
1188,CASA LA PELOSA 1,Stintino,"Viale La Pelosa N° 23 , Stintino",4,1,4,https://affittasardegna.it/?kross_accommodation=1188,
1189,CASA LA PELOSA 2,Stintino,"Viale la Pelosa 23 , Stintino",4,1,4,https://affittasardegna.it/?kross_accommodation=1189,
1193,CASA LA PELOSA 3,Stintino,"Viale la Pelosa 23, STINTINO",6,1,6,https://affittasardegna.it/?kross_accommodation=1193,
1194,CASA LA PELOSA 4,Stintino,"Viale la Pelosa 23, Stintino",6,1,6,https://affittasardegna.it/?kross_accommodation=1194,
1195,CASA LA PELOSA 5,Stintino,"Viale la Pelosa 23, Stintino",6,1,6,https://affittasardegna.it/?kross_accommodation=1195,
563,CASA LENTISCHIO,Stintino,"Via dei Lentischi, Stintino",5,1,6,https://affittasardegna.it/?kross_accommodation=563,
1153,CASA  LE TONNARE,Stintino,"Via delle Mattanze 1, Stintino",6,1,6,https://affittasardegna.it/?kross_accommodation=1153,
950,CASA LICCIA,Aglientu,"Strada la Littichedda, Aglientu",2,1,2,https://affittasardegna.it/?kross_accommodation=950,
1035,CASA LI FERULI,Isola Rossa,"Via La Padula 14, loc. Paduledda, Isola Rossa",6,1,6,https://affittasardegna.it/?kross_accommodation=1035,
1086,CASA LI FRATI,Badesi,"Località Pirotto Li Frati , Badesi",4,1,4,https://affittasardegna.it/?kross_accommodation=1086,
314,CASA LIMONI,Cala Gonone,"Via Sos Dorroles, Cala Gonone",10,1,11,https://affittasardegna.it/?kross_accommodation=314,
551,CASA LUNA,Cala Gonone,"Via Cala Luna, Cala Gonone",7,1,8,https://affittasardegna.it/?kross_accommodation=551,
947,CASA MAJORE,Aglientu,"Strada la Littichedda, Aglientu",7,1,7,https://affittasardegna.it/?kross_accommodation=947,
465,CASA  MANDARINO,Cala Gonone,"Viale Laconi, Agolo via Doschele, Cala Gonone",4,1,5,https://affittasardegna.it/?kross_accommodation=465,
1142,CASA MAREA,Badesi,"Località Pirotto Li Frati , BADESI",4,1,4,https://affittasardegna.it/?kross_accommodation=1142,
583,CASA MERISI,Alghero,"Via Caravaggio, 50, Alghero",4,1,4,https://affittasardegna.it/?kross_accommodation=583,
987,CASA MIRADOR,Budoni,"Via Marco Polo, 71 , Agrustos, Budoni",3,1,4,https://affittasardegna.it/?kross_accommodation=987,
944,CASA MIRAMARE,Castelsardo,"Via Genova 15, Lu bagnu, Castelsardo",6,1,6,https://affittasardegna.it/?kross_accommodation=944,
949,CASA MONTIRUSSU,Aglientu,"Strada la Littichedda, Aglientu",3,1,3,https://affittasardegna.it/?kross_accommodation=949,
1054,CASA NULAURO,Alghero,"Via Nulauro 10, Alghero",3,1,3,https://affittasardegna.it/?kross_accommodation=1054,
589,CASA ORTENSIA,Cala Gonone,"Via del Lentischio, 5, Cala Gonone",8,1,8,https://affittasardegna.it/?kross_accommodation=589,
363,CASA OSALLA 1,Cala Gonone,"Via Fuili , Cala Gonone",4,1,5,https://affittasardegna.it/?kross_accommodation=363,
359,CASA OSALLA 2,Cala Gonone,"Via Fuili, Cala Gonone",4,1,5,https://affittasardegna.it/?kross_accommodation=359,
1038,CASA OSTINA,Castelsardo,"Località Peppapilo 15, CASTELSARDO",2,1,2,https://affittasardegna.it/?kross_accommodation=1038,
245,CASA PARADISO,Cala Gonone,"Via Collodi, Cala Gonone",8,1,8,https://affittasardegna.it/?kross_accommodation=245,
253,CASA PEDRA 1,Dorgali,"Str. per Grotta Ispinigoli e Spiaggia Cartoe, Dorgali",4,1,5,https://affittasardegna.it/?kross_accommodation=253,
339,CASA PEDRA 2,Dorgali,"Strada per Grotta Ispinigoli e Spiaggia Cartoe, Dorgali",4,1,5,https://affittasardegna.it/?kross_accommodation=339,
988,CASA PEDRA DE BUSCA,Orosei,"SS 125 Orientale Sarda, Orosei",6,1,6,https://affittasardegna.it/?kross_accommodation=988,
1098,CASA PESCA,Isola Rossa,"Via Tinnari n°1/S, Località Paduledda, Isola Rossa",4,1,4,https://affittasardegna.it/?kross_accommodation=1098,
601,CASA PIGNA,Cala Gonone,"Via Flumendosa, Cala Gonone",13,1,13,https://affittasardegna.it/?kross_accommodation=601,
307,CASA PINETA 1,Cala Gonone,"Via dei Lecci, Cala Gonone",6,1,7,https://affittasardegna.it/?kross_accommodation=307,
623,CASA PINETA 3,Cala Gonone,"Via dei Lecci, Cala Gonone",4,1,5,https://affittasardegna.it/?kross_accommodation=623,
619,CASA PINTAU,Cala Gonone,"Via Neruda, 13, Cala Gonone",12,1,12,https://affittasardegna.it/?kross_accommodation=619,
618,CASA POETA,Cala Gonone,"Via Giuseppe Ungaretti, Cala Gonone",6,1,6,https://affittasardegna.it/?kross_accommodation=618,
612,CASA POMPIA 1,Siniscola,"Via Euforbia, Siniscola",5,1,5,https://affittasardegna.it/?kross_accommodation=612,
607,CASA POMPIA 2,Siniscola,"Via Euforbia, Siniscola",5,1,5,https://affittasardegna.it/?kross_accommodation=607,
624,CASA POMPIA 3,Siniscola,"Via Euforbia, Siniscola",5,1,5,https://affittasardegna.it/?kross_accommodation=624,
610,CASA POMPIA 4,Siniscola,"Via Euforbia, Siniscola",5,1,5,https://affittasardegna.it/?kross_accommodation=610,
611,CASA POMPIA 5,Siniscola,"Via Euforbia, Siniscola",5,1,5,https://affittasardegna.it/?kross_accommodation=611,
